timestamp,state,ns_light,ew_light,vehicle_count,ml_state,emergency,duration
2025-09-13 02:26:30.388051,NS_Yellow,Yellow,Red,4,0,0,2.4998459815979004
2025-09-13 02:26:30.488080,NS_Yellow,Yellow,Red,3,0,0,2.5998740196228027
2025-09-13 02:26:30.587228,NS_Yellow,Yellow,Red,4,0,0,2.699021100997925
2025-09-13 02:26:30.687443,NS_Yellow,Yellow,Red,5,0,0,2.799237012863159
2025-09-13 02:26:30.788141,NS_Yellow,Yellow,Red,4,0,0,2.8999409675598145
2025-09-13 02:26:30.888100,NS_Yellow,Yellow,Red,3,0,0,2.9998929500579834
2025-09-13 02:26:30.987496,All_Red,Red,Red,6,0,0,1.5974044799804688e-05
2025-09-13 02:26:31.087226,All_Red,Red,Red,7,0,0,0.09974503517150879
2025-09-13 02:26:31.187399,All_Red,Red,Red,8,0,0,0.19991803169250488
2025-09-13 02:26:31.287494,All_Red,Red,Red,9,0,0,0.30001306533813477
2025-09-13 02:26:31.387383,All_Red,Red,Red,10,0,0,0.3999021053314209
2025-09-13 02:26:31.487472,All_Red,Red,Red,9,0,0,0.49999022483825684
2025-09-13 02:26:31.587259,All_Red,Red,Red,10,0,0,0.5997791290283203
2025-09-13 02:26:31.687500,All_Red,Red,Red,9,0,0,0.7000200748443604
2025-09-13 02:26:31.787697,All_Red,Red,Red,8,0,0,0.8002169132232666
2025-09-13 02:26:31.887562,All_Red,Red,Red,9,0,0,0.9000861644744873
2025-09-13 02:26:31.988043,All_Red,Red,Red,10,0,0,1.0005700588226318
2025-09-13 02:26:32.087242,All_Red,Red,Red,11,0,0,1.099761962890625
2025-09-13 02:26:32.187488,All_Red,Red,Red,12,0,0,1.2000269889831543
2025-09-13 02:26:32.288056,All_Red,Red,Red,13,0,0,1.3005762100219727
2025-09-13 02:26:32.388023,All_Red,Red,Red,14,0,0,1.400542974472046
2025-09-13 02:26:32.488153,All_Red,Red,Red,15,1,0,1.500675916671753
2025-09-13 02:26:32.587243,All_Red,Red,Red,16,1,0,1.599761962890625
2025-09-13 02:26:32.687394,All_Red,Red,Red,18,1,0,1.699918270111084
